id,name,height,weight,base_experience,generation,is_legendary,type_1,type_2,hp,attack,defense,special-attack,special-defense,speed
741,oricorio-baile,6,34,167,,False,fire,flying,75,70,70,98,70,93
742,cutiefly,1,2,61,generation-vii,False,bug,fairy,40,45,40,55,40,84
743,ribombee,2,5,162,generation-vii,False,bug,fairy,60,55,60,95,70,124
744,rockruff,5,92,56,generation-vii,False,rock,,45,65,40,30,40,60
745,lycanroc-midday,8,250,170,,False,rock,,75,115,65,55,65,112
746,wishiwashi-solo,2,3,61,,False,water,,45,20,20,25,25,40
747,mareanie,4,80,61,generation-vii,False,poison,water,50,53,62,43,52,45
748,toxapex,7,145,173,generation-vii,False,poison,water,50,63,152,53,142,35
749,mudbray,10,1100,77,generation-vii,False,ground,,70,100,70,45,55,45
750,mudsdale,25,9200,175,generation-vii,False,ground,,100,125,100,55,85,35
751,dewpider,3,40,54,generation-vii,False,water,bug,38,40,52,40,72,27
752,araquanid,18,820,159,generation-vii,False,water,bug,68,70,92,50,132,42
753,fomantis,3,15,50,generation-vii,False,grass,,40,55,35,50,35,35
754,lurantis,9,185,168,generation-vii,False,grass,,70,105,90,80,90,45
755,morelull,2,15,57,generation-vii,False,grass,fairy,40,35,55,65,75,15
756,shiinotic,10,115,142,generation-vii,False,grass,fairy,60,45,80,90,100,30
757,salandit,6,48,64,generation-vii,False,poison,fire,48,44,40,71,40,77
758,salazzle,12,222,168,generation-vii,False,poison,fire,68,64,60,111,60,117
759,stufful,5,68,68,generation-vii,False,normal,fighting,70,75,50,45,50,50
760,bewear,21,1350,175,generation-vii,False,normal,fighting,120,125,80,55,60,60
761,bounsweet,3,32,42,generation-vii,False,grass,,42,30,38,30,38,32
762,steenee,7,82,102,generation-vii,False,grass,,52,40,48,40,48,62
763,tsareena,12,214,230,generation-vii,False,grass,,72,120,98,50,98,72
764,comfey,1,3,170,generation-vii,False,fairy,,51,52,90,82,110,100
765,oranguru,15,760,172,generation-vii,False,normal,psychic,90,60,80,90,110,60
766,passimian,20,828,172,generation-vii,False,fighting,,100,120,90,40,60,80
767,wimpod,5,120,46,generation-vii,False,bug,water,25,35,40,20,30,80
768,golisopod,20,1080,186,generation-vii,False,bug,water,75,125,140,60,90,40
769,sandygast,5,700,64,generation-vii,False,ghost,ground,55,55,80,70,45,15
770,palossand,13,2500,168,generation-vii,False,ghost,ground,85,75,110,100,75,35
771,pyukumuku,3,12,144,generation-vii,False,water,,55,60,130,30,130,5
772,type-null,19,1205,107,generation-vii,True,normal,,95,95,95,95,95,59
773,silvally,23,1005,257,generation-vii,True,normal,,95,95,95,95,95,95
774,minior-red-meteor,3,400,154,,False,rock,flying,60,60,100,60,100,60
775,komala,4,199,168,generation-vii,False,normal,,65,115,65,75,95,65
776,turtonator,20,2120,170,generation-vii,False,fire,dragon,60,78,135,91,85,36
777,togedemaru,3,33,152,generation-vii,False,electric,steel,65,98,63,40,73,96
778,mimikyu-disguised,2,7,167,,False,ghost,fairy,55,90,80,50,105,96
779,bruxish,9,190,166,generation-vii,False,water,psychic,68,105,70,70,70,92
780,drampa,30,1850,170,generation-vii,False,normal,dragon,78,60,85,135,91,36
781,dhelmise,39,2100,181,generation-vii,False,ghost,grass,70,131,100,86,90,40
782,jangmo-o,6,297,60,generation-vii,False,dragon,,45,55,65,45,45,45
783,hakamo-o,12,470,147,generation-vii,False,dragon,fighting,55,75,90,65,70,65
784,kommo-o,16,782,270,generation-vii,False,dragon,fighting,75,110,125,100,105,85
785,tapu-koko,18,205,257,generation-vii,True,electric,fairy,70,115,85,95,75,130
786,tapu-lele,12,186,257,generation-vii,True,psychic,fairy,70,85,75,130,115,95
787,tapu-bulu,19,455,257,generation-vii,True,grass,fairy,70,130,115,85,95,75
788,tapu-fini,13,212,257,generation-vii,True,water,fairy,70,75,115,95,130,85
789,cosmog,2,1,40,generation-vii,True,psychic,,43,29,31,29,31,37
790,cosmoem,1,9999,140,generation-vii,True,psychic,,43,29,131,29,131,37
791,solgaleo,34,2300,306,generation-vii,True,psychic,steel,137,137,107,113,89,97
792,lunala,40,1200,306,generation-vii,True,psychic,ghost,137,113,89,137,107,97
793,nihilego,12,555,257,generation-vii,False,rock,poison,109,53,47,127,131,103
794,buzzwole,24,3336,257,generation-vii,False,bug,fighting,107,139,139,53,53,79
795,pheromosa,18,250,257,generation-vii,False,bug,fighting,71,137,37,137,37,151
796,xurkitree,38,1000,257,generation-vii,False,electric,,83,89,71,173,71,83
797,celesteela,92,9999,257,generation-vii,False,steel,flying,97,101,103,107,101,61
798,kartana,3,1,257,generation-vii,False,grass,steel,59,181,131,59,31,109
799,guzzlord,55,8880,257,generation-vii,False,dark,dragon,223,101,53,97,53,43
800,necrozma,24,2300,270,generation-vii,True,psychic,,97,107,101,127,89,79
801,magearna,10,805,270,generation-vii,False,steel,fairy,80,95,115,130,115,65
802,marshadow,7,222,270,generation-vii,False,fighting,ghost,90,125,80,90,90,125
803,poipole,6,18,189,generation-vii,False,poison,,67,73,67,73,67,73
804,naganadel,36,1500,243,generation-vii,False,poison,dragon,73,73,73,127,73,121
805,stakataka,55,8200,257,generation-vii,False,rock,steel,61,131,211,53,101,13
806,blacephalon,18,130,257,generation-vii,False,fire,ghost,53,127,53,151,79,107
807,zeraora,15,445,270,generation-vii,False,electric,,88,112,75,102,80,143
808,meltan,2,80,135,generation-vii,False,steel,,46,65,65,55,35,34
809,melmetal,25,8000,270,generation-vii,False,steel,,135,143,143,80,65,34
810,grookey,3,50,62,generation-viii,False,grass,,50,65,50,40,40,65
811,thwackey,7,140,147,generation-viii,False,grass,,70,85,70,55,60,80
812,rillaboom,21,900,265,generation-viii,False,grass,,100,125,90,60,70,85
813,scorbunny,3,45,62,generation-viii,False,fire,,50,71,40,40,40,69
814,raboot,6,90,147,generation-viii,False,fire,,65,86,60,55,60,94
815,cinderace,14,330,265,generation-viii,False,fire,,80,116,75,65,75,119
816,sobble,3,40,62,generation-viii,False,water,,50,40,40,70,40,70
817,drizzile,7,115,147,generation-viii,False,water,,65,60,55,95,55,90
818,inteleon,19,452,265,generation-viii,False,water,,70,85,65,125,65,120
819,skwovet,3,25,55,generation-viii,False,normal,,70,55,55,35,35,25
820,greedent,6,60,161,generation-viii,False,normal,,120,95,95,55,75,20
821,rookidee,2,18,49,generation-viii,False,flying,,38,47,35,33,35,57
822,corvisquire,8,160,128,generation-viii,False,flying,,68,67,55,43,55,77
823,corviknight,22,750,248,generation-viii,False,flying,steel,98,87,105,53,85,67
824,blipbug,4,80,36,generation-viii,False,bug,,25,20,20,25,45,45
825,dottler,4,195,117,generation-viii,False,bug,psychic,50,35,80,50,90,30
826,orbeetle,4,408,253,generation-viii,False,bug,psychic,60,45,110,80,120,90
827,nickit,6,89,49,generation-viii,False,dark,,40,28,28,47,52,50
828,thievul,12,199,159,generation-viii,False,dark,,70,58,58,87,92,90
829,gossifleur,4,22,50,generation-viii,False,grass,,40,40,60,40,60,10
830,eldegoss,5,25,161,generation-viii,False,grass,,60,50,90,80,120,60
831,wooloo,6,60,122,generation-viii,False,normal,,42,40,55,40,45,48
832,dubwool,13,430,172,generation-viii,False,normal,,72,80,100,60,90,88
833,chewtle,3,85,57,generation-viii,False,water,,50,64,50,38,38,44
834,drednaw,10,1155,170,generation-viii,False,water,rock,90,115,90,48,68,74
835,yamper,3,135,54,generation-viii,False,electric,,59,45,50,40,50,26
836,boltund,10,340,172,generation-viii,False,electric,,69,90,60,90,60,121
837,rolycoly,3,120,48,generation-viii,False,rock,,30,40,50,40,50,30
838,carkol,11,780,144,generation-viii,False,rock,fire,80,60,90,60,70,50
839,coalossal,28,3105,255,generation-viii,False,rock,fire,110,80,120,80,90,30
840,applin,2,5,52,generation-viii,False,grass,dragon,40,40,80,40,40,20
841,flapple,3,10,170,generation-viii,False,grass,dragon,70,110,80,95,60,70
842,appletun,4,130,170,generation-viii,False,grass,dragon,110,85,80,100,80,30
843,silicobra,22,76,63,generation-viii,False,ground,,52,57,75,35,50,46
844,sandaconda,38,655,179,generation-viii,False,ground,,72,107,125,65,70,71
845,cramorant,8,180,166,generation-viii,False,flying,water,70,85,55,85,95,85
846,arrokuda,5,10,56,generation-viii,False,water,,41,63,40,40,30,66
847,barraskewda,13,300,172,generation-viii,False,water,,61,123,60,60,50,136
848,toxel,4,110,48,generation-viii,False,electric,poison,40,38,35,54,35,40
849,toxtricity-amped,16,400,176,,False,electric,poison,75,98,70,114,70,75
850,sizzlipede,7,10,61,generation-viii,False,fire,bug,50,65,45,50,50,45
851,centiskorch,30,1200,184,generation-viii,False,fire,bug,100,115,65,90,90,65
852,clobbopus,6,40,62,generation-viii,False,fighting,,50,68,60,50,50,32
853,grapploct,16,390,168,generation-viii,False,fighting,,80,118,90,70,80,42
854,sinistea,1,2,62,generation-viii,False,ghost,,40,45,45,74,54,50
855,polteageist,2,4,178,generation-viii,False,ghost,,60,65,65,134,114,70
856,hatenna,4,34,53,generation-viii,False,psychic,,42,30,45,56,53,39
857,hattrem,6,48,130,generation-viii,False,psychic,,57,40,65,86,73,49
858,hatterene,21,51,255,generation-viii,False,psychic,fairy,57,90,95,136,103,29
859,impidimp,4,55,53,generation-viii,False,dark,fairy,45,45,30,55,40,50
860,morgrem,8,125,130,generation-viii,False,dark,fairy,65,60,45,75,55,70
861,grimmsnarl,15,610,255,generation-viii,False,dark,fairy,95,120,65,95,75,60
862,obstagoon,16,460,260,generation-viii,False,dark,normal,93,90,101,60,81,95
863,perrserker,8,280,154,generation-viii,False,steel,,70,110,100,50,60,50
864,cursola,10,4,179,generation-viii,False,ghost,,60,95,50,145,130,30
865,sirfetchd,8,1170,177,generation-viii,False,fighting,,62,135,95,68,82,65
866,mr-rime,15,582,182,generation-viii,False,ice,psychic,80,85,75,110,100,70
867,runerigus,16,666,169,generation-viii,False,ground,ghost,58,95,145,50,105,30
868,milcery,2,3,54,generation-viii,False,fairy,,45,40,40,50,61,34
869,alcremie,3,5,173,generation-viii,False,fairy,,65,60,75,110,121,64
870,falinks,30,620,165,generation-viii,False,fighting,,65,100,100,70,60,75
871,pincurchin,3,10,152,generation-viii,False,electric,,48,101,95,91,85,15
872,snom,3,38,37,generation-viii,False,ice,bug,30,25,35,45,30,20
873,frosmoth,13,420,166,generation-viii,False,ice,bug,70,65,60,125,90,65
874,stonjourner,25,5200,165,generation-viii,False,rock,,100,125,135,20,20,70
875,eiscue-ice,14,890,165,,False,ice,,75,80,110,65,90,50
876,indeedee-male,9,280,166,,False,psychic,normal,60,65,55,105,95,95
877,morpeko-full-belly,3,30,153,,False,electric,dark,58,95,58,70,58,97
878,cufant,12,1000,66,generation-viii,False,steel,,72,80,49,40,49,40
879,copperajah,30,6500,175,generation-viii,False,steel,,122,130,69,80,69,30
880,dracozolt,18,1900,177,generation-viii,False,electric,dragon,90,100,90,80,70,75
881,arctozolt,23,1500,177,generation-viii,False,electric,ice,90,100,90,90,80,55
882,dracovish,23,2150,177,generation-viii,False,water,dragon,90,90,100,70,80,75
883,arctovish,20,1750,177,generation-viii,False,water,ice,90,90,100,80,90,55
884,duraludon,18,400,187,generation-viii,False,steel,dragon,70,95,115,120,50,85
885,dreepy,5,20,54,generation-viii,False,dragon,ghost,28,60,30,40,30,82
886,drakloak,14,110,144,generation-viii,False,dragon,ghost,68,80,50,60,50,102
887,dragapult,30,500,300,generation-viii,False,dragon,ghost,88,120,75,100,75,142
888,zacian,28,1100,335,generation-viii,True,fairy,,92,120,115,80,115,138
889,zamazenta,29,2100,335,generation-viii,True,fighting,,92,120,115,80,115,138
890,eternatus,200,9500,345,generation-viii,True,poison,dragon,140,85,95,145,95,130
891,kubfu,6,120,77,generation-viii,True,fighting,,60,90,60,53,50,72
892,urshifu-single-strike,19,1050,275,,False,fighting,dark,100,130,100,63,60,97
893,zarude,18,700,300,generation-viii,False,dark,grass,105,120,105,70,95,105
894,regieleki,12,1450,290,generation-viii,True,electric,,80,100,50,100,50,200
895,regidrago,21,2000,290,generation-viii,True,dragon,,200,100,50,100,50,80
896,glastrier,22,8000,290,generation-viii,True,ice,,100,145,130,65,110,30
897,spectrier,20,445,290,generation-viii,True,ghost,,100,65,60,145,80,130
898,calyrex,11,77,250,generation-viii,True,psychic,grass,100,80,80,80,80,80
899,wyrdeer,18,951,263,generation-viii,False,normal,psychic,103,105,72,105,75,65
900,kleavor,18,890,175,generation-viii,False,bug,rock,70,135,95,45,70,85
901,ursaluna,24,2900,275,generation-viii,False,ground,normal,130,140,105,45,80,50
902,basculegion-male,30,1100,265,,False,water,ghost,120,112,65,80,75,78
903,sneasler,13,430,102,generation-viii,False,fighting,poison,80,130,60,40,80,120
904,overqwil,25,605,179,generation-viii,False,dark,poison,85,115,95,65,65,85
905,enamorus-incarnate,16,480,116,,False,fairy,flying,74,115,70,135,80,106
906,sprigatito,4,41,62,generation-ix,False,grass,,40,61,54,45,45,65
907,floragato,9,122,144,generation-ix,False,grass,,61,80,63,60,63,83
908,meowscarada,15,312,265,generation-ix,False,grass,dark,76,110,70,81,70,123
909,fuecoco,4,98,62,generation-ix,False,fire,,67,45,59,63,40,36
910,crocalor,10,307,144,generation-ix,False,fire,,81,55,78,90,58,49
911,skeledirge,16,3265,265,generation-ix,False,fire,ghost,104,75,100,110,75,66
912,quaxly,5,61,62,generation-ix,False,water,,55,65,45,50,45,50
913,quaxwell,12,215,144,generation-ix,False,water,,70,85,65,65,60,65
914,quaquaval,18,619,265,generation-ix,False,water,fighting,85,120,80,85,75,85
915,lechonk,5,102,51,generation-ix,False,normal,,54,45,40,35,45,35
916,oinkologne-male,10,1200,171,,False,normal,,110,100,75,59,80,65
917,tarountula,3,40,42,generation-ix,False,bug,,35,41,45,29,40,20
918,spidops,10,165,141,generation-ix,False,bug,,60,79,92,52,86,35
919,nymble,2,10,42,generation-ix,False,bug,,33,46,40,21,25,45
920,lokix,10,175,158,generation-ix,False,bug,dark,71,102,78,52,55,92
921,pawmi,3,25,48,generation-ix,False,electric,,45,50,20,40,25,60
922,pawmo,4,65,123,generation-ix,False,electric,fighting,60,75,40,50,40,85
923,pawmot,9,410,245,generation-ix,False,electric,fighting,70,115,70,70,60,105
924,tandemaus,3,18,61,generation-ix,False,normal,,50,50,45,40,45,75
925,maushold-family-of-four,3,23,165,,False,normal,,74,75,70,65,75,111
926,fidough,3,109,62,generation-ix,False,fairy,,37,55,70,30,55,65
927,dachsbun,5,149,167,generation-ix,False,fairy,,57,80,115,50,80,95
928,smoliv,3,65,52,generation-ix,False,grass,normal,41,35,45,58,51,30
929,dolliv,6,119,124,generation-ix,False,grass,normal,52,53,60,78,78,33
930,arboliva,14,482,255,generation-ix,False,grass,normal,78,69,90,125,109,39
931,squawkabilly-green-plumage,6,24,146,,False,normal,flying,82,96,51,45,51,92
932,nacli,4,160,56,generation-ix,False,rock,,55,55,75,35,35,25
933,naclstack,6,1050,124,generation-ix,False,rock,,60,60,100,35,65,35
934,garganacl,23,2400,250,generation-ix,False,rock,,100,100,130,45,90,35
935,charcadet,6,105,51,generation-ix,False,fire,,40,50,40,50,40,35
936,armarouge,15,850,263,generation-ix,False,fire,psychic,85,60,100,125,80,75
937,ceruledge,16,620,263,generation-ix,False,fire,ghost,75,125,80,60,100,85
938,tadbulb,3,4,54,generation-ix,False,electric,,61,31,41,59,35,45
939,bellibolt,12,1130,173,generation-ix,False,electric,,109,64,91,103,83,45
940,wattrel,4,36,56,generation-ix,False,electric,flying,40,40,35,55,40,70
941,kilowattrel,14,386,172,generation-ix,False,electric,flying,70,70,60,105,60,125
942,maschiff,5,160,68,generation-ix,False,dark,,60,78,60,40,51,51
943,mabosstiff,11,610,177,generation-ix,False,dark,,80,120,90,60,70,85
944,shroodle,2,7,58,generation-ix,False,poison,normal,40,65,35,40,35,75
945,grafaiai,7,272,170,generation-ix,False,poison,normal,63,95,65,80,72,110
946,bramblin,6,6,55,generation-ix,False,grass,ghost,40,65,30,45,35,60
947,brambleghast,12,60,168,generation-ix,False,grass,ghost,55,115,70,80,70,90
948,toedscool,9,330,67,generation-ix,False,ground,grass,40,40,35,50,100,70
949,toedscruel,19,580,180,generation-ix,False,ground,grass,80,70,65,80,120,100
950,klawf,13,790,158,generation-ix,False,rock,,70,100,115,35,55,75
951,capsakid,3,30,61,generation-ix,False,grass,,50,62,40,62,40,50
952,scovillain,9,150,170,generation-ix,False,grass,fire,65,108,65,108,65,75
953,rellor,2,10,54,generation-ix,False,bug,,41,50,60,31,58,30
954,rabsca,3,35,165,generation-ix,False,bug,psychic,75,50,85,115,100,45
955,flittle,2,15,51,generation-ix,False,psychic,,30,35,30,55,30,75
956,espathra,19,900,168,generation-ix,False,psychic,,95,60,60,101,60,105
957,tinkatink,4,89,59,generation-ix,False,fairy,steel,50,45,45,35,64,58
958,tinkatuff,7,591,133,generation-ix,False,fairy,steel,65,55,55,45,82,78
959,tinkaton,7,1128,253,generation-ix,False,fairy,steel,85,75,77,70,105,94
960,wiglett,12,18,49,generation-ix,False,water,,10,55,25,35,25,95
961,wugtrio,12,54,149,generation-ix,False,water,,35,100,50,50,70,120
962,bombirdier,15,429,243,generation-ix,False,flying,dark,70,103,85,60,85,82
963,finizen,13,602,63,generation-ix,False,water,,70,45,40,45,40,75
964,palafin-zero,13,602,160,,False,water,,100,70,72,53,62,100
965,varoom,10,350,60,generation-ix,False,steel,poison,45,70,63,30,45,47
966,revavroom,18,1200,175,generation-ix,False,steel,poison,80,119,90,54,67,90
967,cyclizar,16,630,175,generation-ix,False,dragon,normal,70,95,65,85,65,121
968,orthworm,25,3100,240,generation-ix,False,steel,,70,85,145,60,55,65
969,glimmet,7,80,70,generation-ix,False,rock,poison,48,35,42,105,60,60
970,glimmora,15,450,184,generation-ix,False,rock,poison,83,55,90,130,81,86
971,greavard,6,350,58,generation-ix,False,ghost,,50,61,60,30,55,34
972,houndstone,20,150,171,generation-ix,False,ghost,,72,101,100,50,97,68
973,flamigo,16,370,175,generation-ix,False,flying,fighting,82,115,74,75,64,90
974,cetoddle,12,450,67,generation-ix,False,ice,,108,68,45,30,40,43
975,cetitan,45,7000,182,generation-ix,False,ice,,170,113,65,45,55,73
976,veluza,25,900,167,generation-ix,False,water,psychic,90,102,73,78,65,70
977,dondozo,120,2200,265,generation-ix,False,water,,150,100,115,65,65,35
978,tatsugiri-curly,3,80,166,,False,dragon,water,68,50,60,120,95,82
979,annihilape,12,560,268,generation-ix,False,fighting,ghost,110,115,80,50,90,90
980,clodsire,18,2230,151,generation-ix,False,poison,ground,130,75,60,45,100,20
981,farigiraf,32,1600,260,generation-ix,False,normal,psychic,120,90,70,110,70,60
982,dudunsparce-two-segment,36,392,182,,False,normal,,125,100,80,85,75,55
983,kingambit,20,1200,275,generation-ix,False,dark,steel,100,135,120,60,85,50
984,great-tusk,22,3200,285,generation-ix,False,ground,fighting,115,131,131,53,53,87
985,scream-tail,12,80,285,generation-ix,False,fairy,psychic,115,65,99,65,115,111
986,brute-bonnet,12,210,285,generation-ix,False,grass,dark,111,127,99,79,99,55
987,flutter-mane,14,40,285,generation-ix,False,ghost,fairy,55,55,55,135,135,135
988,slither-wing,32,920,285,generation-ix,False,bug,fighting,85,135,79,85,105,81
989,sandy-shocks,23,600,285,generation-ix,False,electric,ground,85,81,97,121,85,101
990,iron-treads,9,2400,285,generation-ix,False,ground,steel,90,112,120,72,70,106
991,iron-bundle,6,110,285,generation-ix,False,ice,water,56,80,114,124,60,136
992,iron-hands,18,3807,285,generation-ix,False,fighting,electric,154,140,108,50,68,50
993,iron-jugulis,13,1110,285,generation-ix,False,dark,flying,94,80,86,122,80,108
994,iron-moth,12,360,285,generation-ix,False,fire,poison,80,70,60,140,110,110
995,iron-thorns,16,3030,285,generation-ix,False,rock,electric,100,134,110,70,84,72
996,frigibax,5,170,64,generation-ix,False,dragon,ice,65,75,45,35,45,55
997,arctibax,8,300,148,generation-ix,False,dragon,ice,90,95,66,45,65,62
998,baxcalibur,21,2100,300,generation-ix,False,dragon,ice,115,145,92,75,86,87
999,gimmighoul,3,50,60,generation-ix,False,ghost,,45,30,70,75,70,10
1000,gholdengo,12,300,275,generation-ix,False,steel,ghost,87,60,95,133,91,84
